usec	Time_Of_Day_Seconds	Package	Die	Core	CPU	APIC	X2APIC	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	NMI	SMI	POLL	C1	C1E	C6	POLL%	C1%	C1E%	C6%	CPU%c1	CPU%c6	CoreTmp	CoreThr	PkgTmp	Pkg%pc2	Pkg%pc6	PkgWatt	RAMWatt	UncMHz
 9492	1762424806.202462	-	-	-	-	-	-	1	0.05	1041	2594	0.72	2253	0	0	1	1	2260	0	0.00	0.00	99.95	0.00	99.95	0.00	41	0	42	0.00	0.00	83.25	41.78	2400
  372	1762424806.194631	0	0	0	0	0	0	0	0.02	1000	2594	0.63	14	0	0	0	0	29	0	0.00	0.00	99.97	0.00	99.98	0.00	39	0	42	0.00	0.00	43.05	21.55	2400
  282	1762424806.194946	0	0	2	4	4	4	0	0.01	1013	2594	0.56	6	0	0	0	0	7	0	0.00	0.00	99.98	0.00	99.99	0.00	41	0
  304	1762424806.195284	0	0	3	8	6	6	1	0.06	1000	2594	0.61	151	0	0	0	0	146	0	0.00	0.00	99.94	0.00	99.94	0.00	38	0
  324	1762424806.195654	0	0	4	10	8	8	1	0.08	1000	2594	0.66	184	0	0	0	0	175	0	0.00	0.00	99.91	0.00	99.92	0.00	38	0
  291	1762424806.195984	0	0	5	6	10	10	0	0.04	1112	2594	0.59	135	0	0	0	0	131	0	0.00	0.00	99.96	0.00	99.96	0.00	39	0
  307	1762424806.196333	0	0	6	2	12	12	2	0.23	1000	2594	0.67	192	0	0	0	0	262	0	0.00	0.00	99.78	0.00	99.77	0.00	39	0
  305	1762424806.196696	0	0	8	12	16	16	1	0.07	1000	2594	0.63	172	0	0	0	0	171	0	0.00	0.00	99.93	0.00	99.93	0.00	40	0
  307	1762424806.197048	0	0	9	16	18	18	1	0.08	1000	2594	0.78	193	0	0	1	0	191	0	0.00	0.00	99.92	0.00	99.92	0.00	37	0
  323	1762424806.197417	0	0	10	20	20	20	1	0.08	1000	2594	0.59	174	0	0	0	0	166	0	0.00	0.00	99.92	0.00	99.92	0.00	39	0
  308	1762424806.197766	0	0	11	22	22	22	1	0.09	1000	2594	0.73	221	0	0	0	1	197	0	0.00	0.00	99.91	0.00	99.91	0.00	40	0
  292	1762424806.198101	0	0	12	18	24	24	0	0.04	1000	2594	0.61	98	0	0	0	0	99	0	0.00	0.00	99.96	0.00	99.96	0.00	38	0
  322	1762424806.198467	0	0	14	14	28	28	1	0.08	1000	2594	0.62	298	0	0	0	0	295	0	0.00	0.00	99.92	0.00	99.92	0.00	37	0
  348	1762424806.198857	1	1	0	1	32	32	0	0.02	1181	2594	0.59	36	0	0	0	0	32	0	0.00	0.00	99.98	0.00	99.98	0.00	40	0	42	0.00	0.00	40.19	20.23	2400
  290	1762424806.199181	1	1	2	5	36	36	0	0.04	1000	2594	0.45	42	0	0	0	0	36	0	0.00	0.00	99.96	0.00	99.96	0.00	40	0
  292	1762424806.199505	1	1	3	9	38	38	0	0.01	1000	2594	0.58	5	0	0	0	0	5	0	0.00	0.00	99.98	0.00	99.99	0.00	38	0
  282	1762424806.199818	1	1	4	11	40	40	0	0.03	1000	2594	0.70	20	0	0	0	0	53	0	0.00	0.00	99.97	0.00	99.97	0.00	39	0
  281	1762424806.200130	1	1	5	7	42	42	0	0.01	1000	2594	0.60	5	0	0	0	0	3	0	0.00	0.00	99.98	0.00	99.99	0.00	39	0
  304	1762424806.200464	1	1	6	3	44	44	0	0.01	1000	2594	0.57	3	0	0	0	0	3	0	0.00	0.00	99.98	0.00	99.99	0.00	39	0
  312	1762424806.200811	1	1	8	13	48	48	1	0.08	1000	2594	1.01	102	0	0	0	0	90	0	0.00	0.00	99.91	0.00	99.92	0.00	39	0
  280	1762424806.201132	1	1	9	17	50	50	0	0.01	1000	2594	0.59	8	0	0	0	0	7	0	0.00	0.00	99.98	0.00	99.99	0.00	38	0
  311	1762424806.201476	1	1	10	21	52	52	0	0.03	1000	2594	0.63	53	0	0	0	0	53	0	0.00	0.00	99.97	0.00	99.97	0.00	40	0
  279	1762424806.201787	1	1	11	23	54	54	0	0.00	1950	2594	0.56	14	0	0	0	0	7	0	0.00	0.00	99.99	0.00	100.00	0.00	39	0
  295	1762424806.202114	1	1	12	19	56	56	0	0.01	1000	2594	0.56	4	0	0	0	0	3	0	0.00	0.00	99.98	0.00	99.99	0.00	37	0
  315	1762424806.202462	1	1	14	15	60	60	1	0.08	1467	2594	1.24	123	0	0	0	0	99	0	0.00	0.00	99.92	0.00	99.92	0.00	38	0
