usec	Time_Of_Day_Seconds	Package	Die	L3	Node	Core	CPU	APIC	X2APIC	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	NMI	SMI	CorWatt	PkgWatt
29992	1762438368.938722	-	-	-	-	-	-	-	-	3468	80.63	4301	3851	0.44	379494	23	0	202.92	454.54
   37	1762438368.911779	0	0	0	0	0	0	0	0	3519	81.84	4300	3850	0.28	6174	0	0	3.10	228.88
   16	1762438368.912725	0	0	0	0	1	1	1	1	3428	79.73	4300	3850	0.26	5482	0	0	3.01
   16	1762438368.913722	0	0	0	0	2	2	2	2	3483	81.01	4300	3850	0.28	5439	1	0	3.02
   14	1762438368.914166	0	0	0	0	3	3	3	3	3440	80.01	4300	3850	0.27	5313	1	0	3.00
   28	1762438368.914235	0	4	16	0	64	4	64	64	3514	81.72	4300	3850	0.27	5645	0	0	2.99
   19	1762438368.914729	0	4	16	0	65	5	65	65	3503	81.47	4300	3850	0.25	5552	0	0	2.94
   14	1762438368.914885	0	4	16	0	66	6	66	66	3203	74.49	4300	3850	0.53	6933	1	0	3.11
   15	1762438368.914926	0	4	16	0	67	7	67	67	3123	72.63	4300	3850	0.53	6229	0	0	3.05
   29	1762438368.915015	0	2	8	1	32	8	32	32	3394	78.92	4300	3850	0.51	6103	0	0	3.16
    9	1762438368.915200	0	2	8	1	33	9	33	33	3422	79.57	4300	3850	0.53	5807	1	0	3.20
    9	1762438368.915229	0	2	8	1	34	10	34	34	3428	79.72	4300	3850	0.54	6035	0	0	3.20
    9	1762438368.915254	0	2	8	1	35	11	35	35	3422	79.58	4300	3850	0.55	5907	0	0	3.22
   27	1762438368.915412	0	6	24	1	96	12	96	96	3490	81.17	4300	3850	0.51	6366	1	0	3.18
   11	1762438368.915451	0	6	24	1	97	13	97	97	3534	82.18	4300	3850	0.52	6424	0	0	3.23
   12	1762438368.915720	0	6	24	1	98	14	98	98	3066	71.31	4300	3850	0.53	6246	0	0	3.02
   11	1762438368.916714	0	6	24	1	99	15	99	99	2963	68.91	4300	3850	0.53	5671	0	0	2.96
   25	1762438368.917158	0	3	12	2	48	16	48	48	3462	80.53	4300	3850	0.60	6258	1	0	3.41
   11	1762438368.917194	0	3	12	2	49	17	49	49	3474	80.78	4300	3850	0.58	6141	0	0	3.41
