usec	Time_Of_Day_Seconds	Package	Die	L3	Node	Core	CPU	APIC	X2APIC	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	NMI	SMI	CorWatt	PkgWatt
13577	1762434362.141368	-	-	-	-	-	-	-	-	1	0.02	2834	2596	0.68	5138	0	0	23.89	181.56
    7	1762434362.138959	0	0	0	0	0	0	0	0	3	0.09	2888	2595	0.34	80	0	0	0.16	89.68
    6	1762434362.138982	0	0	0	0	1	1	1	1	0	0.01	2616	2595	0.33	8	0	0	0.16
    6	1762434362.139005	0	0	0	0	2	2	2	2	0	0.00	2958	2595	0.35	6	0	0	0.16
    9	1762434362.139032	0	0	0	0	3	3	3	3	0	0.02	2715	2595	0.35	35	0	0	0.16
   10	1762434362.139068	0	0	1	0	4	4	4	4	1	0.04	2921	2595	0.31	128	0	0	0.16
    9	1762434362.139100	0	0	1	0	5	5	5	5	1	0.05	2885	2595	0.29	142	0	0	0.17
    9	1762434362.139131	0	0	1	0	6	6	6	6	1	0.04	2836	2595	0.36	161	0	0	0.16
    9	1762434362.139163	0	0	1	0	7	7	7	7	1	0.04	2939	2595	0.33	163	0	0	0.17
    6	1762434362.139192	0	0	2	0	8	8	8	8	1	0.02	2844	2595	0.35	70	0	0	0.19
    5	1762434362.139213	0	0	2	0	9	9	9	9	1	0.03	2914	2595	0.34	89	0	0	0.18
    5	1762434362.139233	0	0	2	0	10	10	10	10	1	0.03	2742	2595	0.33	117	0	0	0.19
    6	1762434362.139262	0	0	2	0	11	11	11	11	1	0.04	2887	2595	0.37	177	0	0	0.18
    6	1762434362.139286	0	0	3	0	12	12	12	12	0	0.02	2691	2595	0.34	62	0	0	0.19
    5	1762434362.139305	0	0	3	0	13	13	13	13	2	0.05	2914	2595	0.33	211	0	0	0.19
    4	1762434362.139324	0	0	3	0	14	14	14	14	1	0.03	2935	2595	0.26	107	0	0	0.19
    3	1762434362.139340	0	0	3	0	15	15	15	15	0	0.01	2972	2595	0.31	15	0	0	0.19
    6	1762434362.139364	0	0	4	1	16	16	16	16	0	0.01	2583	2595	0.30	34	0	0	0.19
    4	1762434362.139380	0	0	4	1	17	17	17	17	0	0.01	2655	2595	0.31	21	0	0	0.19
    3	1762434362.139393	0	0	4	1	18	18	18	18	0	0.01	2635	2595	0.30	22	0	0	0.19
    5	1762434362.139410	0	0	4	1	19	19	19	19	0	0.01	2525	2595	0.30	30	0	0	0.19
    6	1762434362.139430	0	0	5	1	20	20	20	20	0	0.01	2563	2595	0.31	14	0	0	0.19
    3	1762434362.139446	0	0	5	1	21	21	21	21	0	0.01	2778	2595	0.32	16	0	0	0.19
    4	1762434362.139461	0	0	5	1	22	22	22	22	0	0.01	2776	2595	0.31	16	0	0	0.19
    3	1762434362.139476	0	0	5	1	23	23	23	23	0	0.01	2814	2595	0.32	11	0	0	0.20
    5	1762434362.139497	0	0	6	1	24	24	24	24	0	0.01	2622	2595	0.28	14	0	0	0.19
    4	1762434362.139514	0	0	6	1	25	25	25	25	0	0.01	2555	2595	0.29	23	0	0	0.19
    3	1762434362.139529	0	0	6	1	26	26	26	26	0	0.01	2691	2595	0.28	14	0	0	0.19
    6	1762434362.139546	0	0	6	1	27	27	27	27	1	0.03	2593	2595	0.32	71	0	0	0.20
    5	1762434362.139567	0	0	7	1	28	28	28	28	0	0.01	2687	2595	0.28	26	0	0	0.19
    4	1762434362.139584	0	0	7	1	29	29	29	29	0	0.01	2665	2595	0.31	11	0	0	0.19
    4	1762434362.139598	0	0	7	1	30	30	30	30	0	0.01	2844	2595	0.32	11	0	0	0.19
    6	1762434362.139617	0	0	7	1	31	31	31	31	0	0.00	2585	2595	0.31	11	0	0	0.19
    5	1762434362.139646	0	0	8	2	32	32	32	32	0	0.01	2739	2595	0.30	8	0	0	0.16
    3	1762434362.139662	0	0	8	2	33	33	33	33	0	0.00	2757	2595	0.37	7	0	0	0.17
    4	1762434362.139677	0	0	8	2	34	34	34	34	0	0.01	2893	2595	0.31	20	0	0	0.16
    5	1762434362.139693	0	0	8	2	35	35	35	35	0	0.01	2669	2595	0.32	44	0	0	0.16
    5	1762434362.139714	0	0	9	2	36	36	36	36	0	0.01	2835	2595	0.29	7	0	0	0.16
    3	1762434362.139730	0	0	9	2	37	37	37	37	0	0.00	2635	2595	0.37	7	0	0	0.16
    4	1762434362.139744	0	0	9	2	38	38	38	38	0	0.00	2842	2595	0.37	7	0	0	0.16
    4	1762434362.139759	0	0	9	2	39	39	39	39	0	0.00	2742	2595	0.37	7	0	0	0.16
    6	1762434362.139779	0	0	10	2	40	40	40	40	0	0.01	2886	2595	0.28	5	0	0	0.16
    4	1762434362.139796	0	0	10	2	41	41	41	41	0	0.01	2971	2595	0.37	7	0	0	0.16
    3	1762434362.139810	0	0	10	2	42	42	42	42	0	0.00	2956	2595	0.36	5	0	0	0.16
    4	1762434362.139825	0	0	10	2	43	43	43	43	0	0.00	2771	2595	0.38	5	0	0	0.16
    6	1762434362.139844	0	0	11	2	44	44	44	44	0	0.00	2879	2595	0.30	5	0	0	0.16
    3	1762434362.139860	0	0	11	2	45	45	45	45	0	0.00	2875	2595	0.38	5	0	0	0.17
